timestamp:,1517041761,máquina:,3,modo:,0,volumen:,32
timestamp:,1517041766,máquina:,3,modo:,3,volumen:,17
timestamp:,1517041771,máquina:,3,modo:,4,volumen:,18
timestamp:,1517041776,máquina:,1,modo:,0,volumen:,71
timestamp:,1517041784,máquina:,1,modo:,3,volumen:,25
timestamp:,1517041881,máquina:,3,modo:,0,volumen:,25
timestamp:,1517042284,máquina:,3,modo:,0,volumen:,126
timestamp:,1517042361,máquina:,3,modo:,4,volumen:,135
timestamp:,1517042363,máquina:,1,modo:,0,volumen:,187
timestamp:,1517042511,máquina:,2,modo:,0,volumen:,360
timestamp:,1517042513,máquina:,1,modo:,0,volumen:,691
timestamp:,1517042515,máquina:,3,modo:,0,volumen:,562
timestamp:,1517043118,máquina:,2,modo:,3,volumen:,257
timestamp:,1517043120,máquina:,1,modo:,3,volumen:,1314
timestamp:,1517043122,máquina:,3,modo:,3,volumen:,1367
timestamp:,1517043123,máquina:,3,modo:,1,volumen:,1
timestamp:,1517043383,máquina:,3,modo:,1,volumen:,425
timestamp:,1517043385,máquina:,1,modo:,3,volumen:,0
timestamp:,1517043386,máquina:,2,modo:,0,volumen:,0
timestamp:,1517043452,máquina:,2,modo:,3,volumen:,57
timestamp:,1517043454,máquina:,1,modo:,3,volumen:,178
timestamp:,1517043456,máquina:,3,modo:,3,volumen:,186
timestamp:,1517043466,máquina:,2,modo:,0,volumen:,23
timestamp:,1517043467,máquina:,2,modo:,1,volumen:,2
timestamp:,1517043470,máquina:,1,modo:,0,volumen:,80
timestamp:,1517043472,máquina:,3,modo:,0,volumen:,58
timestamp:,1517044117,máquina:,2,modo:,2,volumen:,278
timestamp:,1517044118,máquina:,1,modo:,2,volumen:,2604
timestamp:,1517044120,máquina:,3,modo:,2,volumen:,1841
timestamp:,1517044352,máquina:,2,modo:,0,volumen:,491
timestamp:,1517046776,máquina:,2,modo:,3,volumen:,15730
timestamp:,1517046777,máquina:,3,modo:,0,volumen:,1132
timestamp:,1517046778,máquina:,1,modo:,0,volumen:,1104
timestamp:,1517046967,máquina:,2,modo:,0,volumen:,414
timestamp:,1517046967,máquina:,2,modo:,3,volumen:,1
timestamp:,1517046969,máquina:,1,modo:,3,volumen:,411
timestamp:,1517046973,máquina:,3,modo:,3,volumen:,474
timestamp:,1517046974,máquina:,3,modo:,3,volumen:,3
timestamp:,1517046974,máquina:,3,modo:,3,volumen:,1
timestamp:,1517046992,máquina:,2,modo:,3,volumen:,117
timestamp:,1517046994,máquina:,1,modo:,3,volumen:,44
timestamp:,1517046996,máquina:,3,modo:,3,volumen:,58
timestamp:,1517046998,máquina:,3,modo:,0,volumen:,4
timestamp:,1517047000,máquina:,1,modo:,0,volumen:,12
timestamp:,1517047002,máquina:,1,modo:,0,volumen:,3
timestamp:,1517047008,máquina:,1,modo:,1,volumen:,9
timestamp:,1517047105,máquina:,2,modo:,0,volumen:,113
timestamp:,1517047106,máquina:,2,modo:,0,volumen:,0
timestamp:,1517047107,máquina:,1,modo:,0,volumen:,340
timestamp:,1517047108,máquina:,1,modo:,0,volumen:,3
timestamp:,1517047112,máquina:,3,modo:,0,volumen:,455
timestamp:,1517047167,máquina:,2,modo:,1,volumen:,1180
timestamp:,1517047169,máquina:,1,modo:,1,volumen:,231
timestamp:,1517047170,máquina:,1,modo:,0,volumen:,3
timestamp:,1517047172,máquina:,3,modo:,1,volumen:,248
timestamp:,1517047172,máquina:,3,modo:,0,volumen:,1
timestamp:,1517047195,máquina:,2,modo:,0,volumen:,66
timestamp:,1517047196,máquina:,2,modo:,0,volumen:,5
timestamp:,1517047197,máquina:,2,modo:,1,volumen:,7
timestamp:,1517047198,máquina:,2,modo:,1,volumen:,5
timestamp:,1517047200,máquina:,1,modo:,0,volumen:,115
timestamp:,1517047201,máquina:,1,modo:,1,volumen:,3
timestamp:,1517047203,máquina:,3,modo:,0,volumen:,132
timestamp:,1517047203,máquina:,3,modo:,0,volumen:,132
timestamp:,1517047204,máquina:,3,modo:,0,volumen:,1
timestamp:,1517047404,máquina:,3,modo:,1,volumen:,782
timestamp:,1517047406,máquina:,1,modo:,0,volumen:,694
timestamp:,1517047408,máquina:,2,modo:,1,volumen:,2578
timestamp:,1517047422,máquina:,2,modo:,1,volumen:,0
timestamp:,1517047423,máquina:,2,modo:,0,volumen:,0
timestamp:,1517047431,máquina:,1,modo:,1,volumen:,91
timestamp:,1517047439,máquina:,3,modo:,1,volumen:,117
timestamp:,1517047439,máquina:,3,modo:,0,volumen:,117
timestamp:,1517047439,máquina:,3,modo:,0,volumen:,0
timestamp:,1517047440,máquina:,3,modo:,0,volumen:,0
timestamp:,1517047627,máquina:,2,modo:,0,volumen:,51
timestamp:,1517047629,máquina:,1,modo:,0,volumen:,771
timestamp:,1517047632,máquina:,3,modo:,0,volumen:,795
timestamp:,1517048503,máquina:,2,modo:,3,volumen:,3
timestamp:,1517048506,máquina:,1,modo:,3,volumen:,4782
timestamp:,1517048508,máquina:,3,modo:,3,volumen:,4960
timestamp:,1517048657,máquina:,2,modo:,1,volumen:,0
timestamp:,1517048662,máquina:,1,modo:,3,volumen:,903
timestamp:,1517048669,máquina:,3,modo:,3,volumen:,933
timestamp:,1517048889,máquina:,2,modo:,0,volumen:,0
timestamp:,1517048892,máquina:,1,modo:,0,volumen:,247
timestamp:,1517048894,máquina:,3,modo:,2,volumen:,418
timestamp:,1517049024,máquina:,2,modo:,0,volumen:,0
timestamp:,1517049026,máquina:,2,modo:,0,volumen:,0
timestamp:,1517049028,máquina:,2,modo:,0,volumen:,0
timestamp:,1517049077,máquina:,3,modo:,0,volumen:,0
timestamp:,1517049078,máquina:,3,modo:,0,volumen:,0
timestamp:,1517049078,máquina:,3,modo:,0,volumen:,0
timestamp:,1517049212,máquina:,2,modo:,0,volumen:,0
timestamp:,1517049214,máquina:,2,modo:,0,volumen:,0
timestamp:,1517049216,máquina:,2,modo:,1,volumen:,0
timestamp:,1517049217,máquina:,2,modo:,2,volumen:,0
timestamp:,1517049219,máquina:,1,modo:,0,volumen:,0
timestamp:,1517049221,máquina:,1,modo:,0,volumen:,0
timestamp:,1517049222,máquina:,1,modo:,0,volumen:,0
timestamp:,1517050683,máquina:,2,modo:,0,volumen:,0
timestamp:,1517050684,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050686,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050687,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050688,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050690,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050691,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050692,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050694,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050695,máquina:,2,modo:,4,volumen:,0
timestamp:,1517050698,máquina:,1,modo:,1,volumen:,0
timestamp:,1517050700,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050701,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050702,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050704,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050705,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050706,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050708,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050709,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050711,máquina:,1,modo:,4,volumen:,0
timestamp:,1517050716,máquina:,3,modo:,0,volumen:,0
timestamp:,1517050717,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050719,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050720,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050722,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050723,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050725,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050726,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050727,máquina:,3,modo:,4,volumen:,0
timestamp:,1517050729,máquina:,3,modo:,4,volumen:,0
timestamp:,1517053395,máquina:,1,modo:,4,volumen:,610
timestamp:,1517053404,máquina:,3,modo:,4,volumen:,785
timestamp:,1517053407,máquina:,2,modo:,4,volumen:,1084
timestamp:,1517053425,máquina:,3,modo:,3,volumen:,0
timestamp:,1517053438,máquina:,3,modo:,4,volumen:,16
timestamp:,1517053466,máquina:,3,modo:,4,volumen:,69
timestamp:,1517053473,máquina:,1,modo:,1,volumen:,0
timestamp:,1517053481,máquina:,1,modo:,4,volumen:,39
timestamp:,1517053485,máquina:,1,modo:,4,volumen:,23
timestamp:,1517053497,máquina:,2,modo:,4,volumen:,0
timestamp:,1517053500,máquina:,2,modo:,4,volumen:,28
timestamp:,1517053505,máquina:,2,modo:,4,volumen:,28
timestamp:,1517053508,máquina:,2,modo:,4,volumen:,26
timestamp:,1517053509,máquina:,2,modo:,4,volumen:,0
timestamp:,1517053522,máquina:,3,modo:,4,volumen:,64
timestamp:,1517054684,máquina:,3,modo:,4,volumen:,3435
timestamp:,1517054685,máquina:,3,modo:,0,volumen:,3435
timestamp:,1517054685,máquina:,3,modo:,0,volumen:,3435
timestamp:,1517054686,máquina:,3,modo:,0,volumen:,0
timestamp:,1517054693,máquina:,1,modo:,4,volumen:,6121
timestamp:,1517054695,máquina:,1,modo:,0,volumen:,0
timestamp:,1517054698,máquina:,3,modo:,0,volumen:,0
timestamp:,1517054701,máquina:,2,modo:,4,volumen:,7282
timestamp:,1517054704,máquina:,2,modo:,2,volumen:,0
timestamp:,1517054842,máquina:,1,modo:,1,volumen:,0
timestamp:,1517057033,máquina:,3,modo:,0,volumen:,0
timestamp:,1517057035,máquina:,1,modo:,0,volumen:,0
timestamp:,1517057036,máquina:,2,modo:,4,volumen:,266
timestamp:,1517058258,máquina:,2,modo:,0,volumen:,0
timestamp:,1517058270,máquina:,1,modo:,0,volumen:,0
timestamp:,1517058272,máquina:,3,modo:,0,volumen:,0
timestamp:,1517058273,máquina:,3,modo:,0,volumen:,0
timestamp:,1517059229,máquina:,2,modo:,0,volumen:,0
timestamp:,1517059231,máquina:,1,modo:,0,volumen:,0
timestamp:,1517059233,máquina:,3,modo:,0,volumen:,0
timestamp:,1517059233,máquina:,3,modo:,0,volumen:,0
timestamp:,1517059733,máquina:,2,modo:,0,volumen:,0
timestamp:,1517059748,máquina:,2,modo:,4,volumen:,202
timestamp:,1517060097,máquina:,2,modo:,3,volumen:,468
timestamp:,1517060107,máquina:,2,modo:,4,volumen:,219
timestamp:,1517060188,máquina:,2,modo:,3,volumen:,465
timestamp:,1517060201,máquina:,2,modo:,4,volumen:,229
timestamp:,1517060698,máquina:,2,modo:,3,volumen:,485
timestamp:,1517060715,máquina:,2,modo:,4,volumen:,293
timestamp:,1517060773,máquina:,2,modo:,3,volumen:,491
timestamp:,1517060783,máquina:,2,modo:,4,volumen:,185
timestamp:,1517060854,máquina:,2,modo:,3,volumen:,491
timestamp:,1517061418,máquina:,2,modo:,4,volumen:,408
timestamp:,1517061591,máquina:,2,modo:,3,volumen:,483
timestamp:,1517061591,máquina:,2,modo:,3,volumen:,0
timestamp:,1517061944,máquina:,2,modo:,3,volumen:,479
timestamp:,1517062147,máquina:,2,modo:,3,volumen:,508
timestamp:,1517062416,máquina:,2,modo:,3,volumen:,510
timestamp:,1517062480,máquina:,3,modo:,0,volumen:,0
timestamp:,1517062480,máquina:,3,modo:,0,volumen:,0
timestamp:,1517062517,máquina:,3,modo:,0,volumen:,327
timestamp:,1517062566,máquina:,2,modo:,3,volumen:,514
timestamp:,1517063042,máquina:,2,modo:,3,volumen:,505
timestamp:,1517063604,máquina:,2,modo:,3,volumen:,492
timestamp:,1517063613,máquina:,2,modo:,4,volumen:,146
timestamp:,1517064155,máquina:,2,modo:,0,volumen:,308
timestamp:,1517064655,máquina:,2,modo:,4,volumen:,422
timestamp:,1517064898,máquina:,2,modo:,3,volumen:,497
timestamp:,1517064908,máquina:,2,modo:,4,volumen:,142
timestamp:,1517065037,máquina:,2,modo:,3,volumen:,485
timestamp:,1517065061,máquina:,2,modo:,0,volumen:,304
timestamp:,1517065066,máquina:,2,modo:,4,volumen:,63
timestamp:,1517065188,máquina:,2,modo:,0,volumen:,303
timestamp:,1517065271,máquina:,3,modo:,0,volumen:,343
timestamp:,1517065271,máquina:,3,modo:,0,volumen:,343
timestamp:,1517065696,máquina:,1,modo:,0,volumen:,0
timestamp:,1517065762,máquina:,2,modo:,3,volumen:,996
timestamp:,1517065811,máquina:,2,modo:,3,volumen:,502
timestamp:,1517065833,máquina:,2,modo:,3,volumen:,564
timestamp:,1517065936,máquina:,1,modo:,4,volumen:,414
timestamp:,1517066400,máquina:,1,modo:,4,volumen:,459
timestamp:,1517066405,máquina:,2,modo:,3,volumen:,533
timestamp:,1517066414,máquina:,3,modo:,0,volumen:,470
timestamp:,1517066421,máquina:,1,modo:,4,volumen:,60
timestamp:,1517066609,máquina:,2,modo:,4,volumen:,41
timestamp:,1517066657,máquina:,2,modo:,3,volumen:,504
timestamp:,1517066657,máquina:,2,modo:,4,volumen:,0
timestamp:,1517066845,máquina:,2,modo:,4,volumen:,0
timestamp:,1517067139,máquina:,2,modo:,0,volumen:,255
timestamp:,1517067224,máquina:,2,modo:,3,volumen:,493
timestamp:,1517067766,máquina:,2,modo:,4,volumen:,470
timestamp:,1517067772,máquina:,2,modo:,4,volumen:,73
timestamp:,1517068300,máquina:,3,modo:,0,volumen:,0
timestamp:,1517068365,máquina:,2,modo:,0,volumen:,0
timestamp:,1517068377,máquina:,3,modo:,0,volumen:,0
